UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
31970,L31970,L,297.3,308.3,1486,41.1,15,0,0,0,0,0,0
31971,L31971,L,297.7,309.6,2187,15.2,27,1,0,0,1,0,0
31972,M31972,M,300.6,312.0,1621,28.6,212,0,0,0,0,0,0
31973,L31973,L,303.4,313.3,1630,30.7,127,0,0,0,0,0,0
31974,H31974,H,297.7,306.9,1847,22.5,7,0,0,0,0,0,0
31975,M31975,M,299.8,309.0,1484,38.2,191,0,0,0,0,0,0
31976,M31976,M,297.1,309.1,1537,28.6,162,0,0,0,0,0,0
31977,L31977,L,302.5,310.8,1451,49.4,2,0,0,0,0,0,0
31978,M31978,M,299.9,309.2,1420,46.3,128,0,0,0,0,0,0
31979,L31979,L,302.5,311.7,1525,47.2,97,0,0,0,0,0,0
31980,M31980,M,303.1,312.4,1657,30.2,154,0,0,0,0,0,0
31981,H31981,H,300.5,309.8,1589,30.7,147,0,0,0,0,0,0
31982,L31982,L,301.0,310.3,1409,44.2,53,0,0,0,0,0,0
31983,H31983,H,301.9,310.8,1402,49.3,114,0,0,0,0,0,0
31984,M31984,M,298.4,309.8,1432,42.4,109,0,0,0,0,0,0
31985,L31985,L,301.5,311.8,1418,45.0,34,0,0,0,0,0,0
31986,L31986,L,304.0,312.5,1400,49.0,167,0,0,0,0,0,0
31987,M31987,M,301.6,311.0,1953,20.4,200,0,0,0,0,0,0
31988,H31988,H,301.1,311.2,1537,34.8,91,0,0,0,0,0,0
31989,L31989,L,296.4,307.2,1290,58.2,32,0,0,0,0,0,0
31990,M31990,M,303.6,313.0,1628,34.0,106,0,0,0,0,0,0
31991,L31991,L,303.6,311.5,1544,38.8,68,0,0,0,0,0,0
31992,L31992,L,298.5,310.2,1601,29.7,154,0,0,0,0,0,0
31993,L31993,L,298.7,310.2,1523,40.6,85,0,0,0,0,0,0
31994,L31994,L,299.0,309.2,1596,32.2,224,0,0,0,0,0,0
31995,M31995,M,299.3,309.2,1664,35.3,204,1,1,0,0,0,0
31996,M31996,M,300.3,310.6,1396,48.3,84,0,0,0,0,0,0
31997,L31997,L,299.0,310.9,1519,41.2,2,0,0,0,0,0,0
31998,M31998,M,303.7,313.1,2151,19.8,22,0,0,0,0,0,0
31999,L31999,L,298.4,308.7,1700,31.7,203,0,0,0,0,0,0
32000,M32000,M,303.4,311.8,1484,44.1,40,0,0,0,0,0,0
32001,L32001,L,298.7,308.6,1375,50.7,105,0,0,0,0,0,0
32002,L32002,L,299.2,308.8,1549,45.1,167,0,0,0,0,0,0
32003,L32003,L,299.1,308.6,1391,40.4,220,0,0,0,0,0,0
32004,L32004,L,299.8,309.7,1427,45.1,198,0,0,0,0,0,0
32005,L32005,L,302.4,309.9,2183,16.6,154,0,0,0,0,0,0
32006,L32006,L,301.2,310.7,1486,35.5,151,0,0,0,0,0,0
32007,L32007,L,300.2,310.0,1527,41.5,28,0,0,0,0,0,0
32008,M32008,M,301.8,310.5,1672,29.0,71,0,0,0,0,0,0
32009,M32009,M,299.3,310.1,1415,40.8,189,0,0,0,0,0,0
32010,L32010,L,299.3,309.5,1611,27.3,28,0,0,0,0,0,0
32011,L32011,L,298.9,308.5,1374,48.6,220,0,0,0,0,0,0
32012,L32012,L,301.0,310.7,1817,27.2,168,0,0,0,0,0,0
32013,L32013,L,297.9,308.1,1550,43.1,155,0,0,0,0,0,0
32014,M32014,M,300.9,310.8,1373,56.6,48,0,0,0,0,0,0
32015,L32015,L,301.1,311.0,1480,36.4,99,0,0,0,0,0,0
32016,L32016,L,297.0,308.8,1479,41.2,108,0,0,0,0,0,0
32017,L32017,L,297.0,307.8,1401,38.6,153,0,0,0,0,0,0
32018,M32018,M,303.6,313.1,1522,33.3,161,0,0,0,0,0,0
32019,L32019,L,301.4,310.9,1472,49.7,117,0,0,0,0,0,0
32020,L32020,L,297.8,308.1,1415,46.4,122,0,0,0,0,0,0
32021,H32021,H,300.0,309.6,1534,51.4,131,0,0,0,0,0,0
32022,L32022,L,296.7,307.7,1437,48.5,206,0,0,0,0,0,0
32023,L32023,L,300.1,310.1,1445,55.7,47,0,0,0,0,0,0
32024,M32024,M,304.2,312.8,1660,34.9,143,0,0,0,0,0,0
32025,M32025,M,301.6,310.6,1550,39.9,175,0,0,0,0,0,0
32026,L32026,L,301.2,311.2,1678,28.3,106,0,0,0,0,0,0
32027,L32027,L,298.2,309.4,1426,49.0,137,0,0,0,0,0,0
32028,L32028,L,298.8,308.6,1682,31.9,32,0,0,0,0,0,0
32029,H32029,H,297.8,309.1,1465,51.4,200,0,0,0,0,0,0
32030,L32030,L,300.4,309.6,1561,37.1,148,0,0,0,0,0,0
32031,L32031,L,298.4,309.1,1469,42.2,40,0,0,0,0,0,0
32032,L32032,L,301.6,310.3,1470,42.5,68,0,0,0,0,0,0
32033,L32033,L,299.8,309.6,1690,29.1,143,0,0,0,0,0,0
32034,L32034,L,302.5,312.4,1442,51.8,50,0,0,0,0,0,0
32035,L32035,L,297.1,308.7,1798,24.4,134,0,0,0,0,0,0
32036,L32036,L,304.0,312.8,1355,45.5,34,0,0,0,0,0,0
32037,L32037,L,300.7,310.6,1750,33.5,161,0,0,0,0,0,0
32038,L32038,L,304.0,313.7,1431,50.8,99,0,0,0,0,0,0
32039,M32039,M,301.7,311.0,1578,33.8,216,0,0,0,0,0,0
32040,L32040,L,303.7,312.9,1342,50.1,191,0,0,0,0,0,0
32041,L32041,L,300.9,310.7,1734,34.2,127,0,0,0,0,0,0
32042,L32042,L,296.1,307.3,1534,37.6,53,0,0,0,0,0,0
32043,H32043,H,304.1,313.2,1687,28.6,199,0,0,0,0,0,0
32044,L32044,L,300.4,312.1,1668,29.7,141,0,0,0,0,0,0
32045,L32045,L,301.4,310.8,1632,35.7,215,0,0,0,0,0,0
32046,M32046,M,299.7,310.6,1776,26.0,170,0,0,0,0,0,0
32047,L32047,L,297.5,308.5,1693,33.5,8,0,0,0,0,0,0
32048,L32048,L,298.5,308.4,1494,38.1,20,0,0,0,0,0,0
32049,L32049,L,303.0,312.8,1484,36.3,94,0,0,0,0,0,0
32050,L32050,L,296.8,307.6,1394,49.4,2,0,0,0,0,0,0
32051,L32051,L,297.1,308.2,2000,20.1,181,0,0,0,0,0,0
32052,M32052,M,297.8,308.5,1445,42.7,115,0,0,0,0,0,0
32053,L32053,L,302.6,311.8,1323,56.4,100,0,0,0,0,0,0
32054,L32054,L,301.0,310.5,1643,33.5,150,0,0,0,0,0,0
32055,L32055,L,302.3,309.9,1891,21.2,19,0,0,0,0,0,0
32056,M32056,M,302.8,311.5,1431,44.6,196,0,0,0,0,0,0
32057,M32057,M,297.2,308.2,1766,29.2,195,0,0,0,0,0,0
32058,L32058,L,302.3,310.9,1358,49.2,208,1,0,1,0,0,0
32059,L32059,L,302.5,310.4,1727,27.8,214,0,0,0,0,0,0
32060,L32060,L,302.4,311.7,1462,41.0,72,0,0,0,0,0,0
32061,L32061,L,301.5,311.0,1429,37.7,34,0,0,0,0,0,0
32062,L32062,L,302.8,312.0,1580,34.2,62,0,0,0,0,0,0
32063,M32063,M,300.1,310.1,1392,50.5,198,0,0,0,0,0,0
32064,L32064,L,300.4,310.6,1473,43.5,92,0,0,0,0,0,0
32065,M32065,M,300.3,310.0,1425,29.9,195,0,0,0,0,0,0
32066,L32066,L,296.3,307.5,1669,37.4,241,0,0,0,0,0,0
32067,M32067,M,298.7,308.7,1519,44.3,184,0,0,0,0,0,0
32068,L32068,L,296.0,306.3,1401,53.5,104,0,0,0,0,0,0
32069,H32069,H,300.7,310.7,1810,25.6,123,0,0,0,0,0,0
32070,M32070,M,299.4,309.3,1385,46.7,141,0,0,0,0,0,0
32071,L32071,L,298.8,308.3,1549,37.3,34,0,0,0,0,0,0
32072,M32072,M,303.9,313.3,1716,26.9,126,0,0,0,0,0,0
32073,M32073,M,298.8,309.7,1444,46.7,115,0,0,0,0,0,0
32074,L32074,L,301.3,310.1,1614,32.4,86,0,0,0,0,0,0
32075,M32075,M,299.5,311.2,1825,25.3,5,0,0,0,0,0,0
32076,L32076,L,302.2,311.2,1384,52.1,21,0,0,0,0,0,0
32077,M32077,M,297.0,307.6,1213,50.5,131,0,0,0,0,0,0
32078,L32078,L,301.3,311.5,1449,41.5,163,0,0,0,0,0,0
32079,L32079,L,300.4,310.7,1434,41.6,26,0,0,0,0,0,0
32080,H32080,H,298.8,309.8,1394,45.5,56,0,0,0,0,0,0
32081,L32081,L,300.6,310.4,1351,44.9,163,0,0,0,0,0,0
32082,L32082,L,297.4,308.4,1817,25.8,11,0,0,0,0,0,0
32083,M32083,M,299.6,308.1,1396,46.4,42,0,0,0,0,0,0
32084,L32084,L,298.3,308.8,1446,47.8,136,0,0,0,0,0,0
32085,M32085,M,300.8,310.7,1533,36.1,53,0,0,0,0,0,0
32086,L32086,L,298.7,309.9,1349,47.7,40,0,0,0,0,0,0
32087,L32087,L,301.4,310.6,1625,40.0,0,0,0,0,0,0,0
32088,L32088,L,299.1,308.7,1712,31.7,161,0,0,0,0,0,0
32089,L32089,L,296.9,308.4,1412,48.2,32,0,0,0,0,0,0
32090,L32090,L,300.8,310.9,1372,46.7,170,0,0,0,0,0,0
32091,L32091,L,302.0,310.7,1380,56.4,122,0,0,0,0,0,0
32092,L32092,L,301.5,310.7,1441,49.2,144,0,0,0,0,0,0
32093,M32093,M,300.5,309.6,1492,49.2,167,0,0,0,0,0,0
32094,M32094,M,302.7,312.0,1635,34.6,122,0,0,0,0,0,0
32095,H32095,H,298.1,307.9,1628,31.0,169,0,0,0,0,0,0
32096,M32096,M,300.5,311.8,1599,29.1,209,0,0,0,0,0,0
32097,M32097,M,298.4,309.2,1791,29.2,130,0,0,0,0,0,0
32098,L32098,L,300.6,311.4,1510,39.9,107,0,0,0,0,0,0
32099,H32099,H,301.2,310.0,1457,44.3,192,0,0,0,0,0,0
32100,H32100,H,302.7,312.3,1496,47.4,174,0,0,0,0,0,0
32101,L32101,L,301.0,311.4,1604,33.6,107,1,0,0,0,0,1
32102,L32102,L,303.3,312.4,1522,39.2,148,0,0,0,0,0,0
32103,L32103,L,300.8,312.6,1528,38.5,104,0,0,0,0,0,0
32104,M32104,M,300.9,311.1,1530,35.4,16,0,0,0,0,0,0
32105,M32105,M,297.1,307.5,1678,34.7,139,0,0,0,0,0,0
32106,L32106,L,301.3,310.5,1628,31.4,177,0,0,0,0,0,0
32107,L32107,L,302.5,311.2,1480,39.4,137,0,0,0,0,0,0
32108,L32108,L,302.8,310.7,1456,40.9,189,0,0,0,0,0,0
32109,L32109,L,300.4,309.0,1350,57.6,138,0,0,0,0,0,0
32110,L32110,L,298.2,308.0,1342,57.8,89,0,0,0,0,0,0
32111,M32111,M,303.1,311.8,1361,44.6,191,0,0,0,0,0,0
32112,H32112,H,297.5,307.7,1646,33.1,120,0,0,0,0,0,0
32113,L32113,L,297.3,308.3,1482,41.8,152,0,0,0,0,0,0
32114,L32114,L,297.5,308.4,1512,39.7,181,0,0,0,0,0,0
32115,H32115,H,302.2,311.5,1447,44.4,56,0,0,0,0,0,0
32116,M32116,M,302.6,312.6,1354,57.3,0,0,0,0,0,0,0
32117,L32117,L,299.3,310.2,1559,37.1,95,0,0,0,0,0,0
32118,L32118,L,303.5,312.8,1362,51.1,96,0,0,0,0,0,0
32119,L32119,L,296.8,308.5,1454,53.1,177,0,0,0,0,0,0
32120,M32120,M,298.1,308.7,1424,42.4,83,0,0,0,0,0,0
32121,H32121,H,298.1,309.7,2012,20.0,61,0,0,0,0,0,0
32122,M32122,M,300.2,310.1,1650,29.9,31,0,0,0,0,0,0
32123,L32123,L,297.8,307.7,1567,36.5,61,0,0,0,0,0,0
32124,M32124,M,299.2,308.7,1482,41.5,78,0,0,0,0,0,0
32125,L32125,L,300.4,312.7,1581,37.2,98,0,0,0,0,0,0
32126,L32126,L,298.5,307.9,1456,46.0,215,1,1,0,0,0,0
32127,L32127,L,301.7,310.7,1487,48.7,143,0,0,0,0,0,0
32128,M32128,M,297.6,308.8,1336,52.3,174,0,0,0,0,0,0
32129,H32129,H,297.8,309.3,1348,49.6,72,0,0,0,0,0,0
32130,H32130,H,297.0,308.8,1327,53.6,170,0,0,0,0,0,0
32131,L32131,L,297.3,309.0,1838,23.1,165,0,0,0,0,0,0
32132,L32132,L,300.0,309.1,1387,42.1,204,0,0,0,0,0,0
32133,L32133,L,300.9,311.7,1814,22.5,72,0,0,0,0,0,0
32134,M32134,M,300.9,310.6,1429,50.6,75,0,0,0,0,0,0
32135,M32135,M,302.5,310.3,1410,39.6,170,0,0,0,0,0,0
32136,H32136,H,298.8,310.0,1688,28.6,79,0,0,0,0,0,0
32137,M32137,M,299.8,308.8,1674,26.6,156,0,0,0,0,0,0
32138,L32138,L,301.7,311.0,1632,36.5,0,0,0,0,0,0,0
32139,L32139,L,302.6,311.7,1642,30.8,200,0,0,0,0,0,0
32140,M32140,M,296.9,307.9,1886,20.7,129,0,0,0,0,0,0
32141,L32141,L,298.3,307.6,1631,33.8,121,0,0,0,0,0,0
32142,M32142,M,303.7,313.0,1855,22.9,99,0,0,0,0,0,0
32143,M32143,M,298.5,308.2,1580,31.7,132,0,0,0,0,0,0
32144,M32144,M,299.7,309.0,1436,41.4,69,0,0,0,0,0,0
32145,H32145,H,298.9,308.4,1466,41.8,15,0,0,0,0,0,0
32146,L32146,L,299.8,311.6,1577,36.1,36,0,0,0,0,0,0
32147,L32147,L,302.7,310.6,1351,54.5,155,1,0,1,0,0,0
32148,H32148,H,298.4,310.0,1472,35.6,173,0,0,0,0,0,0
32149,L32149,L,299.5,309.0,1950,21.7,98,0,0,0,0,0,0
32150,M32150,M,302.7,312.0,1770,29.7,6,0,0,0,0,0,0
32151,L32151,L,298.7,310.0,1694,27.9,164,0,0,0,0,0,0
32152,L32152,L,301.2,310.7,1699,29.5,101,0,0,0,0,0,0
32153,M32153,M,297.5,308.7,1523,48.6,178,0,0,0,0,0,0
32154,L32154,L,299.0,308.5,1639,30.7,160,0,0,0,0,0,0
32155,M32155,M,301.3,310.7,1415,48.7,107,0,0,0,0,0,0
32156,L32156,L,301.9,310.8,1700,25.8,17,0,0,0,0,0,0
32157,L32157,L,298.6,308.5,1456,54.3,61,0,0,0,0,0,0
32158,L32158,L,297.8,308.4,1582,34.2,39,0,0,0,0,0,0
32159,L32159,L,297.0,308.3,1417,49.7,209,0,0,0,0,0,0
32160,H32160,H,297.2,308.3,1550,40.7,44,0,0,0,0,0,0
32161,L32161,L,298.5,309.7,1536,37.4,7,0,0,0,0,0,0
32162,L32162,L,301.2,312.0,1449,36.8,28,0,0,0,0,0,0
32163,L32163,L,301.3,310.3,1350,49.7,62,0,0,0,0,0,0
32164,L32164,L,301.8,310.8,1358,48.2,211,0,0,0,0,0,0
32165,L32165,L,301.4,311.0,1350,45.9,155,0,0,0,0,0,0
32166,M32166,M,300.0,309.6,1482,38.6,16,0,0,0,0,0,0
32167,H32167,H,301.9,310.3,1706,27.3,78,0,0,0,0,0,0
32168,H32168,H,299.9,309.1,1573,35.3,31,0,0,0,0,0,0
32169,L32169,L,301.3,311.2,1578,34.7,176,0,0,0,0,0,0
32170,L32170,L,299.7,309.6,2249,16.8,201,0,0,0,0,0,0
32171,L32171,L,298.9,310.3,1457,45.2,168,0,0,0,0,0,0
32172,H32172,H,298.2,308.7,1837,25.4,180,0,0,0,0,0,0
32173,H32173,H,299.7,308.8,1694,25.7,96,0,0,0,0,0,0
32174,M32174,M,298.7,309.2,1488,41.9,172,0,0,0,0,0,0
32175,H32175,H,303.1,312.6,1695,29.2,83,0,0,0,0,0,0
32176,M32176,M,299.4,310.7,1478,41.2,96,0,0,0,0,0,0
32177,M32177,M,301.3,310.6,1511,36.3,61,0,0,0,0,0,0
32178,L32178,L,302.8,311.1,1616,29.8,40,0,0,0,0,0,0
32179,M32179,M,300.0,309.2,1488,41.4,152,0,0,0,0,0,0
32180,M32180,M,299.0,308.4,1408,50.6,43,0,0,0,0,0,0
32181,L32181,L,299.2,309.7,1830,25.2,131,0,0,0,0,0,0
32182,H32182,H,299.1,309.9,2041,18.5,136,0,0,0,0,0,0
32183,M32183,M,301.3,310.5,1645,28.9,0,0,0,0,0,0,0
32184,M32184,M,298.6,308.8,1370,49.1,26,0,0,0,0,0,0
32185,L32185,L,299.7,308.3,1690,31.5,66,0,0,0,0,0,0
32186,L32186,L,299.1,310.3,1530,36.6,171,0,0,0,0,0,0
32187,L32187,L,304.1,312.5,1991,21.9,172,0,0,0,0,0,0
32188,L32188,L,304.1,312.8,1348,45.7,47,0,0,0,0,0,0
32189,L32189,L,297.9,308.9,1551,42.9,28,0,0,0,0,0,0
32190,L32190,L,301.1,310.0,1632,31.8,49,0,0,0,0,0,0
32191,M32191,M,299.3,309.1,1455,45.2,150,0,0,0,0,0,0
32192,L32192,L,298.4,310.1,1423,43.9,92,0,0,0,0,0,0
32193,L32193,L,300.0,309.2,1852,22.4,78,0,0,0,0,0,0
32194,M32194,M,295.5,306.4,1413,39.4,82,0,0,0,0,0,0
32195,M32195,M,301.7,311.3,1464,43.2,114,0,0,0,0,0,0
32196,L32196,L,300.7,311.4,1543,37.0,125,0,0,0,0,0,0
32197,L32197,L,300.7,310.9,1470,49.1,75,0,0,0,0,0,0
32198,L32198,L,303.0,312.1,1465,41.0,124,0,0,0,0,0,0
32199,L32199,L,299.9,309.2,1989,21.6,179,0,0,0,0,0,0
32200,M32200,M,300.1,309.2,1438,42.6,111,0,0,0,0,0,0
32201,H32201,H,300.4,311.3,1453,44.2,181,0,0,0,0,0,0
32202,L32202,L,297.6,307.8,1732,25.9,196,0,0,0,0,0,0
32203,H32203,H,295.6,306.4,2173,18.4,102,0,0,0,0,0,0
32204,M32204,M,300.5,310.4,1515,39.2,42,0,0,0,0,0,0
32205,L32205,L,302.5,312.2,1396,45.2,53,0,0,0,0,0,0
32206,L32206,L,302.2,311.2,1325,48.0,129,0,0,0,0,0,0
32207,H32207,H,299.9,309.5,1331,54.9,150,0,0,0,0,0,0
32208,M32208,M,295.6,306.6,1468,47.0,79,0,0,0,0,0,0
32209,L32209,L,303.8,312.7,1509,44.9,116,0,0,0,0,0,0
32210,M32210,M,300.9,311.6,1747,28.6,210,0,0,0,0,0,0
32211,M32211,M,302.4,311.5,1617,34.9,137,0,0,0,0,0,0
32212,L32212,L,297.3,309.4,1337,49.9,136,0,0,0,0,0,0
32213,M32213,M,303.7,313.4,1459,48.4,171,0,0,0,0,0,0
32214,M32214,M,296.7,308.5,1594,29.1,141,0,0,0,0,0,0
32215,L32215,L,297.5,308.6,1568,36.5,126,0,0,0,0,0,0
32216,M32216,M,302.2,311.6,1360,51.3,134,0,0,0,0,0,0
32217,L32217,L,301.8,310.8,1772,26.7,113,0,0,0,0,0,0
32218,H32218,H,303.5,312.8,1507,36.9,146,0,0,0,0,0,0
32219,M32219,M,298.5,308.7,1647,28.6,49,0,0,0,0,0,0
32220,L32220,L,298.4,309.4,1523,37.2,99,0,0,0,0,0,0
32221,M32221,M,299.7,309.6,1581,39.0,43,0,0,0,0,0,0
32222,M32222,M,303.1,311.8,1426,50.1,34,0,0,0,0,0,0
32223,M32223,M,300.5,309.5,1388,47.9,188,0,0,0,0,0,0
32224,M32224,M,301.6,310.8,1499,49.3,31,0,0,0,0,0,0
32225,M32225,M,300.3,310.6,1620,26.5,110,0,0,0,0,0,0
32226,L32226,L,300.2,309.2,1890,22.8,117,0,0,0,0,0,0
32227,M32227,M,296.9,308.3,1508,36.0,179,0,0,0,0,0,0
32228,M32228,M,303.3,312.0,1405,45.1,56,0,0,0,0,0,0
32229,L32229,L,300.2,309.6,1568,37.4,41,0,0,0,0,0,0
32230,H32230,H,300.4,309.8,1559,34.6,123,0,0,0,0,0,0
32231,M32231,M,300.0,308.9,1493,45.7,147,0,0,0,0,0,0
32232,L32232,L,301.4,310.2,1725,27.0,73,0,0,0,0,0,0
32233,M32233,M,303.9,313.3,1445,49.0,166,0,0,0,0,0,0
32234,L32234,L,297.5,309.0,1609,33.3,111,0,0,0,0,0,0
32235,M32235,M,300.7,309.2,1545,38.8,219,0,0,0,0,0,0
32236,L32236,L,297.7,307.5,1461,41.2,12,0,0,0,0,0,0
32237,L32237,L,299.7,309.5,1735,27.8,46,0,0,0,0,0,0
32238,M32238,M,302.1,310.5,1543,44.2,176,0,0,0,0,0,0
32239,L32239,L,300.8,311.0,1632,35.4,147,0,0,0,0,0,0
32240,M32240,M,300.8,308.9,1439,49.7,195,0,0,0,0,0,0
32241,L32241,L,297.3,308.6,2871,5.0,118,1,0,0,1,0,0
32242,L32242,L,302.3,311.6,1441,39.4,216,0,0,0,0,0,0
32243,M32243,M,302.1,311.3,1531,35.8,65,0,0,0,0,0,0
32244,L32244,L,300.7,310.4,2434,15.6,14,0,0,0,0,0,0
32245,M32245,M,297.7,308.7,1434,42.5,86,0,0,0,0,0,0
32246,L32246,L,297.4,307.7,1476,37.6,202,0,0,0,0,0,0
32247,M32247,M,297.3,308.1,1448,48.2,47,0,0,0,0,0,0
32248,L32248,L,302.1,311.2,1497,40.8,20,0,0,0,0,0,0
32249,L32249,L,300.5,310.3,1949,19.9,189,0,0,0,0,0,0
32250,L32250,L,297.5,308.5,1660,41.6,175,0,0,0,0,0,0
32251,M32251,M,303.5,312.2,1662,36.1,82,0,0,0,0,0,0
32252,H32252,H,302.6,312.6,1535,40.8,152,0,0,0,0,0,0
32253,M32253,M,298.6,310.2,1528,31.7,106,0,0,0,0,0,0
32254,M32254,M,300.0,309.0,1549,32.7,124,0,0,0,0,0,0
32255,H32255,H,297.9,309.0,1660,31.5,27,0,0,0,0,0,0
32256,L32256,L,298.7,309.3,1900,21.7,163,0,0,0,0,0,0
32257,M32257,M,300.8,309.6,1381,51.0,161,0,0,0,0,0,0
32258,L32258,L,298.6,308.8,1781,26.1,168,0,0,0,0,0,0
32259,L32259,L,301.7,310.3,2090,20.1,52,0,0,0,0,0,0
32260,H32260,H,301.7,311.1,1460,41.9,203,0,0,0,0,0,0
32261,M32261,M,302.4,309.9,1360,55.1,63,1,0,1,0,0,0
32262,M32262,M,297.2,308.9,1493,38.2,108,0,0,0,0,0,0
32263,M32263,M,303.3,312.5,1752,25.6,194,0,0,0,0,0,0
32264,L32264,L,302.0,310.7,1503,38.7,195,0,0,0,0,0,0
32265,L32265,L,300.2,310.6,1659,31.2,100,0,0,0,0,0,0
32266,L32266,L,299.0,309.5,1481,40.4,122,0,0,0,0,0,0
32267,L32267,L,302.5,312.1,1517,40.4,97,0,0,0,0,0,0
32268,L32268,L,298.7,308.5,1451,48.3,76,0,0,0,0,0,0
32269,M32269,M,297.1,308.5,1369,50.2,67,0,0,0,0,0,0
32270,L32270,L,300.9,309.5,1641,30.8,121,0,0,0,0,0,0
32271,L32271,L,303.0,312.4,1765,30.8,160,0,0,0,0,0,0
32272,H32272,H,301.0,310.8,1763,20.9,62,0,0,0,0,0,0
32273,L32273,L,297.3,308.6,1551,35.6,216,0,0,0,0,0,0
32274,L32274,L,302.1,311.4,1487,43.2,156,0,0,0,0,0,0
32275,L32275,L,301.5,311.5,1445,41.3,127,0,0,0,0,0,0
32276,M32276,M,297.4,307.8,1705,26.4,33,0,0,0,0,0,0
32277,L32277,L,301.0,311.5,1505,44.3,199,0,0,0,0,0,0
32278,L32278,L,298.6,307.9,1828,24.0,74,0,0,0,0,0,0
32279,L32279,L,300.0,309.8,1736,27.5,115,0,0,0,0,0,0
32280,H32280,H,295.9,306.1,1587,32.6,53,0,0,0,0,0,0
32281,M32281,M,299.8,309.4,1488,39.3,14,0,0,0,0,0,0
32282,L32282,L,297.3,308.2,1395,57.6,203,1,1,0,0,1,0
32283,L32283,L,302.2,310.4,1457,47.6,91,0,0,0,0,0,0
32284,H32284,H,300.3,310.1,1438,39.1,109,0,0,0,0,0,0
32285,L32285,L,301.4,310.1,1447,48.6,44,0,0,0,0,0,0
32286,L32286,L,299.4,309.3,1530,37.0,125,0,0,0,0,0,0
32287,M32287,M,299.3,309.2,1525,37.4,170,0,0,0,0,0,0
32288,H32288,H,302.0,309.9,1435,52.6,89,0,0,0,0,0,0
32289,L32289,L,299.1,308.5,1529,40.6,166,0,0,0,0,0,0
32290,M32290,M,299.3,309.0,1512,42.8,194,0,0,0,0,0,0
32291,M32291,M,299.0,310.3,1443,41.5,185,0,0,0,0,0,0
32292,L32292,L,302.2,311.1,1530,37.0,132,0,0,0,0,0,0
32293,L32293,L,301.6,311.3,1482,46.7,133,0,0,0,0,0,0
32294,L32294,L,301.7,311.7,1557,35.3,114,0,0,0,0,0,0
32295,H32295,H,300.9,310.9,1507,39.8,141,0,0,0,0,0,0
32296,L32296,L,297.9,309.7,1939,21.5,172,0,0,0,0,0,0
32297,L32297,L,297.9,307.8,1390,63.6,151,1,0,0,1,0,0
32298,L32298,L,301.0,310.1,1415,48.4,112,0,0,0,0,0,0
32299,L32299,L,302.0,311.0,1457,40.6,96,0,0,0,0,0,0
32300,L32300,L,300.4,309.4,1442,42.8,98,0,0,0,0,0,0
32301,L32301,L,300.3,310.4,1513,45.2,132,0,0,0,0,0,0
32302,L32302,L,299.0,309.6,1520,40.2,161,0,0,0,0,0,0
32303,M32303,M,298.3,307.8,1501,39.5,87,0,0,0,0,0,0
32304,L32304,L,301.4,311.2,1420,55.6,96,0,0,0,0,0,0
32305,L32305,L,298.8,309.3,1670,29.7,49,0,0,0,0,0,0
32306,L32306,L,301.1,310.9,1404,44.7,100,0,0,0,0,0,0
32307,L32307,L,297.2,308.1,1386,42.8,170,0,0,0,0,0,0
32308,M32308,M,300.9,311.2,1449,42.1,155,0,0,0,0,0,0
32309,L32309,L,298.9,309.4,1618,34.1,47,0,0,0,0,0,0
32310,L32310,L,298.1,308.6,2185,17.2,33,0,0,0,0,0,0
32311,M32311,M,298.4,309.5,1592,35.4,150,0,0,0,0,0,0
32312,M32312,M,299.6,308.8,1704,28.0,159,0,0,0,0,0,0
32313,L32313,L,298.6,310.0,1368,59.1,37,0,0,0,0,0,0
32314,L32314,L,300.2,310.2,1471,51.3,46,0,0,0,0,0,0
32315,L32315,L,301.5,311.1,1637,29.2,215,1,1,0,0,0,0
32316,M32316,M,299.6,309.1,1550,43.3,131,0,0,0,0,0,0
32317,M32317,M,295.7,307.0,1552,35.1,149,0,0,0,0,0,0
32318,L32318,L,299.3,311.0,1465,49.1,112,0,0,0,0,0,0
32319,H32319,H,298.6,310.0,1694,26.3,55,0,0,0,0,0,0
32320,L32320,L,300.6,310.5,1468,46.5,116,0,0,0,0,0,0
32321,H32321,H,299.9,311.6,1468,42.5,88,0,0,0,0,0,0
32322,L32322,L,298.4,307.7,1915,21.3,108,0,0,0,0,0,0
32323,M32323,M,295.3,306.2,1672,28.9,161,0,0,0,0,0,0
32324,H32324,H,297.4,308.6,1285,49.0,94,0,0,0,0,0,0
32325,M32325,M,300.5,309.4,1449,42.8,144,0,0,0,0,0,0
32326,M32326,M,298.0,308.5,1499,42.8,97,0,0,0,0,0,0
32327,M32327,M,300.4,311.8,1427,49.4,222,0,0,0,0,0,0
32328,M32328,M,298.5,309.6,1305,61.7,76,0,0,0,0,0,0
32329,M32329,M,298.2,309.3,1490,40.1,177,0,0,0,0,0,0
32330,L32330,L,298.7,308.6,1954,21.4,101,0,0,0,0,0,0
32331,L32331,L,303.7,312.4,1683,29.7,179,0,0,0,0,0,0
32332,L32332,L,300.2,311.8,1643,32.1,39,0,0,0,0,0,0
32333,M32333,M,301.1,310.6,1647,29.8,8,0,0,0,0,0,0
32334,M32334,M,298.2,308.8,1392,53.8,101,0,0,0,0,0,0
32335,L32335,L,303.3,313.1,1522,36.2,129,0,0,0,0,0,0
